OID_,agency,agency_des,comments,municipali,sdelength_,st_area_sh,Shape_Length,Shape_Area,PercentBlack,OBJECTID,agency_des_1,ZONE_CODE,COUNT,AREA,MEAN
652,1,BLOOM TWP, , ,26607.02422,14256834.13,13161.06889,2312589.73,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
654,1,LEYDEN TWP, , ,16701.15381,938626.0875,16815.10519,916699.8787,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
655,1,WHEELING TWP, , ,0,0,951.4785301,9409.335704,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
656,1,LEMONT TWP, , ,230434.3343,324294403.6,1945.809754,164715.8494,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
658,1,WHEELING TWP, , ,8874.636717,2643256.331,8873.669837,2593231.283,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
661,1,NORTHFIELD TWP, , ,45580.38829,38847913.81,1021.189798,61880.17782,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
662,1,NORTHFIELD TWP, , ,112824.8247,80938491.03,615.662542,23160.60038,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
663,1,NORTHFIELD TWP, , ,112824.8247,80938491.03,784.8193054,22169.07178,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
664,1,LEMONT TWP, , ,64723.28933,35180765.34,832.5800006,43324.16227,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
665,1,LEMONT TWP, , ,64723.28933,35180765.34,909.5819883,51292.72908,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
666,1,THORNTON TWP, , ,58419.37777,61886756.2,2398.013153,289977.1687,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
669,1,RICH TWP, , ,96638.4502,137090488.7,92251.3577,135329661,,14,RICH TWP,14,2302273,57554871.91,5.041950281
670,1,RICH TWP, , ,96638.4502,137090488.7,1558.256824,66707.81358,,14,RICH TWP,14,2302273,57554871.91,5.041950281
672,1,NORTHFIELD TWP, , ,3287.139276,367709.851,3964.844478,331249.1164,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
673,1,NORTHFIELD TWP, , ,112824.8247,80938491.03,36513.30355,13105231.11,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
676,1,THORNTON TWP, , ,11456.4982,1176166.082,16.8120542,0.136487831,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
678,1,THORNTON TWP, , ,11456.4982,1176166.082,7141.182411,1177855.219,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
679,1,RICH TWP, , ,124574.3306,110387797.8,991.5731661,39486.06168,,14,RICH TWP,14,2302273,57554871.91,5.041950281
680,1,LAKE TWP, , ,18473.31899,3252487.121,18475.15516,3270129.538,,130,LAKE TWP,130,17606,440135.0643,8.415085766
681,1,BLOOM TWP, , ,10912.98987,3990426.557,11669.13085,3920763.241,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
682,1,NORTHFIELD TWP, , ,6211.138564,768582.4237,1200.777378,89597.43797,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
683,1,PALOS TWP, , ,178132.62,513839750.2,185154.3592,510980704.4,,35,PALOS TWP,35,2983360,74581469.13,4.343107436
685,1,NORWOOD PARK TWP, , ,17281.31787,5482060.856,16191.58185,5295474.791,,57,NORWOOD PARK TWP,57,484281,12106614.17,8.355832667
686,1,WORTH TWP, , ,8229.319048,2911260.939,7171.09272,2309408.319,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
689,1,NORTHFIELD TWP, , ,6211.138564,768582.4237,3102.796731,329765.1773,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
691,1,LYONS TWP, , ,7739.327387,2047719.723,1033.977474,54249.34733,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
692,1,LYONS TWP, , ,8272.697037,2217510.753,8270.092656,2079169.737,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
694,1,MAINE TWP, , ,87393.5552,62440017.19,80706.50902,61954537.88,,23,MAINE TWP,23,2767779,69192127.01,7.063656094
695,1,BLOOM TWP, , ,117824.5767,123871646.2,109781.2624,121609146.9,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
696,1,SCHAUMBURG TWP, , ,34452.33379,14592218.07,35364.27751,14503711.3,,30,SCHAUMBURG TWP,30,1428529,35712013.14,4.179084919
698,1,NORTHFIELD TWP, , ,6211.138564,768582.4237,851.2201108,44607.61034,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
700,1,BARRINGTON TWP, , ,4713.036314,1320186.989,3069.702157,393416.3626,,8,BARRINGTON TWP,8,643037,16075379.49,3.114811434
702,1,LYONS TWP, , ,35680.9564,8964481.619,35351.00369,8920802.691,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
704,1,LYONS TWP,Corrected bndy, ,70883.02527,72270550.58,1524.938933,93291.40971,,10,LYONS TWP,10,1724469,43110262.08,5.526359129
710,1,PALATINE TWP, , ,82943.03754,103702683,84093.78518,103499638.1,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
713,1,HANOVER TWP, , ,19213.72134,14055339.66,14549.44415,12482202.51,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
717,1,ELK GROVE TWP, , ,28201.84525,11027126.93,28316.63368,9380482.828,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
719,1,BREMEN TWP, , ,16785.40189,3189169.308,13036.44066,2783291.125,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
720,1,BREMEN TWP, , ,16785.40189,3189169.308,1625.876262,121626.4668,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
722,1,LEMONT TWP, , ,64723.28933,35180765.34,2046.617307,216996.1016,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
723,1,LEMONT TWP, , ,64723.28933,35180765.34,20159.38372,7796424.285,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
724,1,LEYDEN TWP, , ,8208.91715,1661479.194,8208.916973,1661478.863,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
726,1,LEMONT TWP, , ,64723.28933,35180765.34,38160.95218,20785799.12,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
728,1,HANOVER TWP, , ,7613.666161,422195.2231,7613.666012,422195.1195,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
729,1,WORTH TWP, , ,51543.76795,37972299.02,30117.68249,24857004.45,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
730,1,WORTH TWP, , ,51543.76795,37972299.02,12864.76967,10040957.05,,25,WORTH TWP,25,2781265,69529265.57,8.141495686
733,1,NORTHFIELD TWP, , ,112824.8247,80938491.03,55719.57836,62580254.79,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
735,1,NORTHFIELD TWP, , ,5206.855149,1604475.842,6111.806231,1540002.372,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
736,1,LEMONT TWP, , ,5534.79785,1575541.083,5534.79786,1575540.944,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
738,1,RICH TWP, , ,18516.20694,9731320.395,19517.04743,9504574.456,,14,RICH TWP,14,2302273,57554871.91,5.041950281
740,1,WHEELING TWP, , ,36563.71923,16903966.79,36667.61858,16904197.88,,32,WHEELING TWP,32,577824,14445109.82,5.558469361
744,1,CALUMET TWP, , ,18473.31899,3252487.121,16830.17431,6981984.98,,12,CALUMET TWP,12,259844,6495879.567,8.733147581
746,1,NORTHFIELD TWP, , ,12823.64376,1479807.411,11437.41596,1062781.964,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
747,1,NORTHFIELD TWP, , ,12823.64376,1479807.411,0.04678478,5.90936E-05,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
749,1,NORTHFIELD TWP, , ,12823.64376,1479807.411,1946.979831,217131.4022,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
751,1,NORTHFIELD TWP, , ,6211.138564,768582.4237,974.1841462,49085.26483,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
752,1,BREMEN TWP, , ,94744.40745,100612628.7,1413.254445,88491.09785,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
753,1,BREMEN TWP, , ,94744.40745,100612628.7,96237.30062,99287357.23,,11,BREMEN TWP,11,2817907,70445284.49,6.48265255
756,1,HANOVER TWP, , ,144893.5491,120563090.7,146151.1368,120566798.5,,3,HANOVER TWP,3,2749887,68744842.19,3.208987133
759,1,THORNTON TWP, , ,58419.37777,61886756.2,57360.74338,61411922.54,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
760,1,ORLAND TWP, , ,0,0,1567.033763,123797.901,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
761,1,ORLAND TWP, , ,0,0,1247.828646,88419.56063,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
762,1,ELK GROVE TWP, , ,26505.64172,9560815.97,3198.136167,418041.8407,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
764,1,LEYDEN TWP, , ,58723.0866,39824766.96,58843.43247,39667210.04,,59,LEYDEN TWP,59,2006044,50149398.21,7.608333117
767,1,LEMONT TWP, , ,230434.3343,324294403.6,1150.5778,17245.51575,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
768,1,LEMONT TWP, , ,230434.3343,324294403.6,4895.804489,929433.397,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
771,1,ORLAND TWP, , ,34336.37663,49707831.89,34339.04963,49708547.09,,2,ORLAND TWP,2,2661557,66536667.12,3.752158605
772,1,LEMONT TWP, , ,230434.3343,324294403.6,5025.700917,537447.7868,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
776,1,BLOOM TWP, , ,664.339713,25771.94608,516.9198521,16665.291,,7,BLOOM TWP,7,2886380,72157051.4,5.433623085
777,1,NORTHFIELD TWP, , ,1908.196446,145562.9647,1854.852613,114494.5917,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
778,1,NORTHFIELD TWP, , ,45580.38829,38847913.81,43543.86734,34484983.42,,1,NORTHFIELD TWP,1,2663935,66596115.11,6.034759106
779,1,ELK GROVE TWP, , ,26505.64172,9560815.97,25462.06922,7901229.418,,43,ELK GROVE TWP,43,1450520,36261769.48,7.045259631
784,1,LEMONT TWP, , ,230434.3343,324294403.6,222636.6787,298250912.2,,40,LEMONT TWP,40,6636870,165916119.8,2.945720648
785,1,PALATINE TWP, , ,9854.780842,3509705.07,9854.780709,3509704.978,,4,PALATINE TWP,4,2180153,54501975.51,3.088485992
791,0,THORNTON TWP, , ,0,0,8220.308726,3666748.054,,16,THORNTON TWP,16,1347109,33676582.21,6.990360839
731,4000,VILLAGE OF ALSIP, ,Alsip,92869.40008,179428661.2,92976.94722,185021643.8,25.26980008,145,VILLAGE OF ALSIP,145,6549507,163732118.9,8.561910232
659,4010,VILLAGE OF ARLINGTON HEIGHTS, ,Arlington Heights,209422.7815,469660578.6,209559.0072,469710603.3,1.72545698,125,VILLAGE OF ARLINGTON HEIGHTS,125,17222426,430546039.7,7.095881324
376,4020,VILLAGE OF BARRINGTON, ,Barrington,90618.51574,73731234.73,90618.51429,73731148.88,1.222299513,79,VILLAGE OF BARRINGTON,79,2112555,52812082.86,4.81378189
472,5050,VILLAGE OF BARRINGTON HILLS, ,Barrington Hills,149391.2188,499116785.7,149391.2011,499116753.2,1.116303219,97,VILLAGE OF BARRINGTON HILLS,97,10281029,257017003.3,2.86816806
340,5550,VILLAGE OF BARTLETT, ,Bartlett,113141.6992,118783209.7,114227.7241,119085002,2.765612973,68,VILLAGE OF BARTLETT,68,4503289,112578404.7,4.521986264
727,5550,VILLAGE OF BARTLETT, ,Bartlett,38046.47403,31000284.93,38022.89956,32705251.47,2.765612973,68,VILLAGE OF BARTLETT,68,4503289,112578404.7,4.521986264
386,4040,VILLAGE OF BEDFORD PARK, ,Bedford Park,96563.59021,170154702.4,96563.58984,170154702.6,3.534303534,83,VILLAGE OF BEDFORD PARK,83,6431752,160788343.8,8.685449159
479,4050,VILLAGE OF BELLWOOD, ,Bellwood,39284.38072,67237996.08,39284.38132,67237996.12,73.85703606,99,VILLAGE OF BELLWOOD,99,2016307,50405964.51,7.778722685
412,5080,VILLAGE OF BENSENVILLE, ,Bensenville,10477.43953,3122018.806,10477.44005,3122019.002,5.005426802,85,VILLAGE OF BENSENVILLE,85,124853,3121219.084,7.246962428
443,4060,VILLAGE OF BERKELEY, ,Berkeley,32311.12213,37683897.93,33534.01354,38790079.87,36.80203046,91,VILLAGE OF BERKELEY,91,1526565,38162829.97,7.447720864
88,5500,CITY OF BERWYN, ,Berwyn,45567.24944,108746057.8,45567.24923,108746057.6,10.82099477,47,CITY OF BERWYN,47,4276112,106899172.4,9.942143237
745,5510,CITY OF BLUE ISLAND, ,Blue Island,75232.15856,114247039.4,75200.37246,114437632.5,37.3819673,149,CITY OF BLUE ISLAND,149,3926696,98164068.87,9.566790503
126,4070,VILLAGE OF BRIDGEVIEW, ,Bridgeview,85854.00677,115764382.9,84951.28821,115285138,4.538258575,53,VILLAGE OF BRIDGEVIEW,53,4480070,111997949.4,8.680153658
379,4080,VILLAGE OF BROADVIEW, ,Broadview,36070.70367,50180246.89,36070.70298,50180248.04,75.95897709,82,VILLAGE OF BROADVIEW,82,1938515,48461230.5,8.550191771
708,4090,VILLAGE OF BROOKFIELD, ,Brookfield,42919.5941,85455189.75,42743.20794,85444863.16,3.83514255,138,VILLAGE OF BROOKFIELD,138,2832572,70811897.05,9.377640886
660,5070,VILLAGE OF BUFFALO GROVE, ,Buffalo Grove,63529.50622,59461395.09,63529.50385,59461394.97,1.316434595,126,VILLAGE OF BUFFALO GROVE,126,2141883,53545257.98,6.443426648
540,5680,CITY OF BURBANK, ,Burbank,58510.68719,116126286.4,58510.68619,116126286.1,2.282057474,116,CITY OF BURBANK,116,4556337,113904559.7,8.892597277
68,4100,VILLAGE OF BURNHAM, ,Burnham,34035.08003,54289162.24,34026.40666,54344215.16,66.65757906,37,VILLAGE OF BURNHAM,37,1435887,35895956.9,8.828294984
706,5180,VILLAGE OF BURR RIDGE, ,Burr Ridge,70883.02527,72270550.58,73881.0027,72621106.72,2.076419835,136,VILLAGE OF BURR RIDGE,136,2550867,63769511.03,3.662987133
92,5520,CITY OF CALUMET CITY, ,Calumet City,119447.3328,204982371.2,118300.0329,205175654.3,77.52799005,50,CITY OF CALUMET CITY,50,6024197,150599814.5,9.123958596
755,4110,VILLAGE OF CALUMET PARK, ,Calumet Park,37320.45551,32057125.73,37246.41776,32134420.87,92.20702838,152,VILLAGE OF CALUMET PARK,152,1239537,30987373.46,9.905821286
786,10010,CITY OF CHICAGO, ,Chicago,75232.15856,114247039.4,866309.4917,6383730199,32.69992813,164,CITY OF CHICAGO,164,232837229,5820733202,9.26542313
787,10010,CITY OF CHICAGO, ,Chicago,75232.15856,114247039.4,619.7396883,1.296730103,32.69992813,164,CITY OF CHICAGO,164,232837229,5820733202,9.26542313
775,5530,CITY OF CHICAGO HEIGHTS, ,Chicago Heights,174891.3217,278883650.3,166896.6047,279292377,47.97075255,160,CITY OF CHICAGO HEIGHTS,160,9353572,233831365.1,7.189055475
496,4120,VILLAGE OF CHICAGO RIDGE, ,Chicago Ridge,51965.21085,63172414.06,52115.53009,63241612.48,10.68019997,105,VILLAGE OF CHICAGO RIDGE,105,2032633,50814100.66,8.767757387
377,150,CITY OF CICERO, ,Cicero,58785.66743,163603357.3,58785.6678,163603357.3,,80,CITY OF CICERO,80,6449493,161231853.7,9.879281054
721,5620,CITY OF COUNTRY CLUB HILLS, ,Country Club Hills,82854.73137,136103979.8,82826.20177,136175463.7,90.01986097,143,CITY OF COUNTRY CLUB HILLS,143,4268364,106705479,6.83359854
153,5650,CITY OF COUNTRYSIDE, ,Countryside,67236.22818,80091589.9,66577.24545,80101212.31,3.218390805,56,CITY OF COUNTRYSIDE,56,2358474,58959849.24,6.754893206
675,4130,VILLAGE OF CRESTWOOD, ,Crestwood,89607.63632,85260037.85,86879.16069,85384402.87,10.86284289,128,VILLAGE OF CRESTWOOD,128,3058786,76467055.14,8.502439857
138,5220,VILLAGE OF DEER PARK, ,Deer Park,37200.36821,1302397.357,37200.36834,1302397.036,0.684931507,55,VILLAGE OF DEER PARK,55,50990,1274706.744,4.130496176
30,5110,VILLAGE OF DEERFIELD, ,Deerfield,36950.19823,14558500.66,36950.19596,14558463.31,0.744797371,22,VILLAGE OF DEERFIELD,22,529826,13245200.53,6.338284644
757,5540,CITY OF  DES PLAINES, ,Des Plaines,180348.8972,402794536.3,182941.6237,403368884.4,2.662165861,153,CITY OF  DES PLAINES,153,13301344,332522316.1,8.268646988
769,4140,VILLAGE OF DIXMOOR, ,Dixmoor,26189.91058,35475603.77,26170.85695,35472193.61,58.32049307,157,VILLAGE OF DIXMOOR,157,1245652,31140243.28,9.006700908
788,4150,VILLAGE OF DOLTON, ,Dolton,76594.04584,130683291.9,76624.3853,130687033.1,93.5354994,165,VILLAGE OF DOLTON,165,4649494,116233405.7,9.540283308
344,5710,VILLAGE OF EAST DUNDEE, ,East Dundee,9003.905504,3644102.055,9003.905677,3644102.058,6.426825009,70,VILLAGE OF EAST DUNDEE,70,145456,3636276.605,3.437912496
268,4170,VILLAGE OF EAST HAZELCREST, ,East Hazel Crest,25165.85264,22070414.86,25165.85279,22070414.81,63.56720203,61,VILLAGE OF EAST HAZELCREST,61,879293,21981579.07,8.000166042
66,4030,CITY OF ELGIN, ,Elgin,10591.17319,3849837.995,10591.17389,3849837.591,7.919115033,36,CITY OF ELGIN,36,5409491,135232686,5.006312424
693,4030,CITY OF ELGIN, ,Elgin,89052.66089,168940421.3,89899.85262,168991867.8,7.919115033,36,CITY OF ELGIN,36,5409491,135232686,5.006312424
763,5040,VILLAGE OF ELK GROVE VILLAGE, ,Elk Grove Village,183813.3133,298949469.4,178846.0087,301415119.6,2.042561589,154,VILLAGE OF ELK GROVE VILLAGE,154,10586173,264645344.4,6.94426919
338,5551,CITY OF ELMHURST, ,Elmhurst,5557.989929,1126986.963,6250.730471,1394298.62,2.322940815,67,CITY OF ELMHURST,67,50625,1265582.053,6.641382716
523,4180,VILLAGE OF ELMWOOD PARK, ,Elmwood Park,32177.6032,53179135.06,32177.60279,53179134.9,3.491330569,108,VILLAGE OF ELMWOOD PARK,108,1928890,48220613.67,9.676520175
742,5560,CITY OF EVANSTON, ,Evanston,77834.84925,217669947.5,82077.47761,217977853.1,17.79663422,148,CITY OF EVANSTON,148,8059833,201488987.6,8.549011375
33,4190,VILLAGE OF EVERGREEN PARK, ,Evergreen Park,42997.80853,88601158.1,42997.80859,88601158.44,26.65902641,24,VILLAGE OF EVERGREEN PARK,24,3376058,84398585.99,8.799041367
81,4200,VILLAGE OF FLOSSMOOR, ,Flossmoor,89750.73538,101801308.1,89750.7363,101801308.7,62.70050538,42,VILLAGE OF FLOSSMOOR,42,3401851,85043389.11,6.124757081
468,4160,VILLAGE OF FORD HEIGHTS, ,Ford Heights,45857.5277,47882966.14,51338.69534,53404070.7,94.27437642,95,VILLAGE OF FORD HEIGHTS,95,1021401,25534158.52,6.285967999
86,4210,VILLAGE OF  FOREST PARK, ,Forest Park,49821.8088,67381344.78,49821.80888,67381344.94,33.61414693,45,VILLAGE OF  FOREST PARK,45,2472042,61798952.89,8.722658838
50,4220,VILLAGE OF FORESTVIEW, ,Forest View,9257.15841,1523675.707,9257.158211,1523675.921,2.450229709,31,VILLAGE OF FORESTVIEW,31,1205105,30126602.67,9.040048792
89,4220,VILLAGE OF FORESTVIEW, ,Forest View,38708.10597,31889044.14,38708.10572,31889043.87,2.450229709,31,VILLAGE OF FORESTVIEW,31,1205105,30126602.67,9.040048792
562,5210,VILLAGE OF FRANKFORT, ,Frankfort,10126.79142,6219499.226,10126.79064,6219499.339,9.169758086,118,VILLAGE OF FRANKFORT,118,16298,407436.1739,4.732727942
718,4330,VILLAGE OF FRANKLIN PARK, ,Franklin Park,131420.6625,131616079.9,131816.2813,131666514.7,2.057422599,142,VILLAGE OF FRANKLIN PARK,142,4729477,118232912.8,8.383176618
587,4350,VILLAGE OF GLENCOE, ,Glencoe,56207.58531,104118960.7,59342.55158,104239473.7,1.106966671,121,VILLAGE OF GLENCOE,121,2814679,70364587.23,4.663896665
284,4360,VILLAGE OF GLENVIEW, ,Glenview,9518.379883,2093277.274,9518.380015,2093277.372,1.187648456,63,VILLAGE OF GLENVIEW,63,12382275,309546370.8,5.638107133
732,4360,VILLAGE OF GLENVIEW, ,Glenview,227539.7961,382157953,239273.0694,388431815.3,1.187648456,63,VILLAGE OF GLENVIEW,63,12382275,309546370.8,5.638107133
370,4370,VILLAGE OF GLENWOOD, ,Glenwood,67740.04738,47510464.97,68193.12289,50978881.42,78.69686327,76,VILLAGE OF GLENWOOD,76,2251433,56283915.04,7.00285818
385,4370,VILLAGE OF GLENWOOD, ,Glenwood,5068.890319,1588519.812,6464.12079,1696363.827,78.69686327,76,VILLAGE OF GLENWOOD,76,2251433,56283915.04,7.00285818
516,4370,VILLAGE OF GLENWOOD, ,Glenwood,2226.472612,308218.9079,2226.472555,308218.8909,78.69686327,76,VILLAGE OF GLENWOOD,76,2251433,56283915.04,7.00285818
524,4370,VILLAGE OF GLENWOOD, ,Glenwood,35545.92443,38732621.16,35545.92525,38732620.89,78.69686327,76,VILLAGE OF GLENWOOD,76,2251433,56283915.04,7.00285818
337,4380,VILLAGE OF GOLF, ,Golf,17745.05414,12701840.65,17745.05389,12701840.71,1.446280992,66,VILLAGE OF GOLF,66,177198,4429799.678,7.299376968
419,5120,VILLAGE OF HANOVER PARK, ,Hanover Park,48749.93941,74322958.9,48749.93965,74322958.83,8.414556962,86,VILLAGE OF HANOVER PARK,86,2780116,69500541.55,6.272040088
715,5570,CITY OF HARVEY, ,Harvey,100462.8833,173557202,94652.5782,170885018.6,68.01775617,140,CITY OF HARVEY,140,5808978,145219522.1,9.260160737
428,4390,VILLAGE OF HARWOOD HEIGHTS, ,Harwood Heights,44157.86082,22646214.45,44157.86116,22646214.55,0.870706107,88,VILLAGE OF HARWOOD HEIGHTS,88,867908,21696963.73,8.419355508
8,4400,VILLAGE OF HAZELCREST, ,Hazel Crest,80518.271,94242670.7,80518.27079,94242670.6,89.46593287,6,VILLAGE OF HAZELCREST,6,3121213,78027677.18,7.556191135
84,5670,CITY OF HICKORY HILLS, ,Hickory Hills,54379.73305,79211139.6,54379.32709,79211131.82,3.628970385,44,CITY OF HICKORY HILLS,44,2790261,69754157.94,8.331156834
480,4410,VILLAGE OF HILLSIDE, ,Hillside,64050.9787,59843968.55,57438.81486,69899776.88,48.93791969,100,VILLAGE OF HILLSIDE,100,2712209,67802924.15,6.767884776
118,4420,VILLAGE OF HINSDALE, ,Hinsdale,53101.4593,27355016.94,53101.46044,27355017.32,1.794332385,51,VILLAGE OF HINSDALE,51,932672,23316008.79,5.703411274
375,4430,VILLAGE OF HODGKINS, ,Hodgkins,65111.12465,71659028.43,65111.12402,71659028.64,1.39002453,78,VILLAGE OF HODGKINS,78,2220522,55511166.27,7.175465499
668,5130,VILLAGE OF HOFFMAN ESTATES, ,Hoffman Estates,342587.314,579614759.7,342592.5155,579605303.3,5.33216601,127,VILLAGE OF HOFFMAN ESTATES,127,13479849,336984789.7,4.960297404
734,5130,VILLAGE OF HOFFMAN ESTATES, ,Hoffman Estates,11872.27648,4763313.803,11872.27685,4763313.81,5.33216601,127,VILLAGE OF HOFFMAN ESTATES,127,13479849,336984789.7,4.960297404
441,9999,VILLAGE OF HOMER GLEN, ,Homer Glen,1601.562039,110677.3837,1601.56241,110677.4012,0.877458396,90,VILLAGE OF HOMER GLEN,90,4408,110196.2606,1.631125227
36,5580,CITY OF HOMETOWN, ,Hometown,16030.65856,13512385.57,16030.6584,13512385.68,2.569426421,26,CITY OF HOMETOWN,26,535511,13387320.71,9.963330352
353,4440,VILLAGE OF HOMEWOOD, ,Homewood,76239.73267,147409197.6,79100.70863,147557564.4,48.37959116,73,VILLAGE OF HOMEWOOD,73,4772304,119303551.5,7.271417538
705,5090,VILLAGE OF INDIAN HEAD PARK, ,Indian Head Park,37349.39996,26770943.09,37226.58981,26332046.38,2.647287828,135,VILLAGE OF INDIAN HEAD PARK,135,889952,22248045.03,5.207498831
454,5170,VILLAGE OF INVERNESS, ,Inverness,101009.5522,185773336.6,101009.5523,185773336.3,0.591797413,94,VILLAGE OF INVERNESS,94,6331158,158273579.1,2.711312528
27,4450,VILLAGE OF  JUSTICE, ,Justice,52749.52701,80491739.79,52749.50236,80491738.27,22.35591595,19,VILLAGE OF  JUSTICE,19,2917088,72924725.35,7.752488441
586,4460,VILLAGE OF KENILWORTH, ,Kenilworth,20496.50411,16774878.76,20608.24314,16926146.98,0.420698359,120,VILLAGE OF KENILWORTH,120,646573,16163776.49,7.426265866
26,4470,VILLAGE OF LA GRANGE, ,La Grange,48039.11894,70519600.98,48039.1195,70519601.68,4.005552251,18,VILLAGE OF LA GRANGE,18,2681589,67037450.13,8.701124594
378,4480,VILLAGE OF LA GRANGE PARK, ,La Grange Park,42552.44957,62543516.35,42552.44951,62543516.89,4.732193501,81,VILLAGE OF LA GRANGE PARK,81,2034782,50867823.84,8.730634535
526,4490,VILLAGE OF LANSING, ,Lansing,141896.3985,190884718.3,1145.00385,70830.76898,51.16252736,110,VILLAGE OF LANSING,110,6180481,154506781.9,8.183031385
712,4490,VILLAGE OF LANSING, ,Lansing,141896.3985,190884718.3,158178.1734,209183078.4,51.16252736,110,VILLAGE OF LANSING,110,6180481,154506781.9,8.183031385
69,4500,VILLAGE OF LEMONT, ,Lemont,2607.062118,270334.4615,2607.062427,270334.5542,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
388,4500,VILLAGE OF LEMONT, ,Lemont,16392.31398,5001482.234,26742.09731,11468158.9,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
500,4500,VILLAGE OF LEMONT, ,Lemont,4290.632553,571563.7586,4290.632425,571563.6603,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
531,4500,VILLAGE OF LEMONT, ,Lemont,4876.551509,1510774.879,4876.551712,1510775.047,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
573,4500,VILLAGE OF LEMONT, ,Lemont,6297.997204,1523561.03,6297.996829,1523560.899,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
653,4500,VILLAGE OF LEMONT, ,Lemont,3837.074503,927837.3629,3148.523112,562444.8897,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
667,4500,VILLAGE OF LEMONT, ,Lemont,3837.074503,927837.3629,6195.885978,1275157.858,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
687,4500,VILLAGE OF LEMONT, ,Lemont,3837.074503,927837.3629,2602.691933,424228.1554,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
737,4500,VILLAGE OF LEMONT, ,Lemont,182141.5661,152306564.3,218446.8553,171384177.1,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
789,4500,VILLAGE OF LEMONT, ,Lemont,2277.761089,285985.0628,53927.69716,20657333.6,0.963739309,38,VILLAGE OF LEMONT,38,6333325,158327752.3,4.744440085
469,4510,VILLAGE OF LINCOLNWOOD, ,Lincolnwood,40713.89028,74881304.16,40713.89006,74881304.1,2.056251477,96,VILLAGE OF LINCOLNWOOD,96,2576493,64410139.29,8.781025992
